Scenario;Area;Year;Age;Years
SSP5;Montenegro;2030;25+;11.95
SSP5;Montenegro;2035;25+;12.17
SSP5;Montenegro;2040;25+;12.37
SSP5;Montenegro;2045;25+;12.56
SSP5;Montenegro;2050;25+;12.72
SSP5;Montenegro;2055;25+;12.87
SSP5;Montenegro;2060;25+;13.01
SSP5;Montenegro;2065;25+;13.15
SSP5;Montenegro;2070;25+;13.29
SSP5;Montenegro;2075;25+;13.43
SSP5;Montenegro;2080;25+;13.57
SSP5;Montenegro;2085;25+;13.7
SSP5;Montenegro;2090;25+;13.82
SSP5;Montenegro;2095;25+;13.92
SSP5;Montenegro;2100;25+;14.01
SSP5;Morocco;2020;25+;5.26
SSP5;Morocco;2025;25+;6.28
SSP5;Morocco;2030;25+;7.11
SSP5;Morocco;2035;25+;7.93
SSP5;Morocco;2040;25+;8.74
SSP5;Morocco;2045;25+;9.46
SSP5;Morocco;2050;25+;10.09
SSP5;Morocco;2055;25+;10.65
SSP5;Morocco;2060;25+;11.15
SSP5;Morocco;2065;25+;11.63
SSP5;Morocco;2070;25+;12.09
SSP5;Morocco;2075;25+;12.53
SSP5;Morocco;2080;25+;12.94
SSP5;Morocco;2085;25+;13.31
SSP5;Morocco;2090;25+;13.62
SSP5;Morocco;2095;25+;13.86
SSP5;Morocco;2100;25+;14.06
SSP5;Mozambique;2020;25+;3.22
SSP5;Mozambique;2025;25+;4.41
SSP5;Mozambique;2030;25+;5.42
SSP5;Mozambique;2035;25+;6.42
SSP5;Mozambique;2040;25+;7.37
SSP5;Mozambique;2045;25+;8.22
SSP5;Mozambique;2050;25+;8.89
SSP5;Mozambique;2055;25+;9.46
SSP5;Mozambique;2060;25+;9.96
SSP5;Mozambique;2065;25+;10.41
SSP5;Mozambique;2070;25+;10.82
SSP5;Mozambique;2075;25+;11.18
SSP5;Mozambique;2080;25+;11.51
SSP5;Mozambique;2085;25+;11.81
SSP5;Mozambique;2090;25+;12.07
SSP5;Mozambique;2095;25+;12.3
SSP5;Mozambique;2100;25+;12.51
SSP5;Myanmar;2020;25+;5.96
SSP5;Myanmar;2025;25+;6.69
SSP5;Myanmar;2030;25+;7.28
SSP5;Myanmar;2035;25+;7.87
SSP5;Myanmar;2040;25+;8.45
SSP5;Myanmar;2045;25+;9.02
SSP5;Myanmar;2050;25+;9.54
SSP5;Myanmar;2055;25+;10.01
SSP5;Myanmar;2060;25+;10.44
SSP5;Myanmar;2065;25+;10.84
SSP5;Myanmar;2070;25+;11.23
SSP5;Myanmar;2075;25+;11.6
SSP5;Myanmar;2080;25+;11.93
SSP5;Myanmar;2085;25+;12.23
SSP5;Myanmar;2090;25+;12.48
SSP5;Myanmar;2095;25+;12.7
SSP5;Myanmar;2100;25+;12.89
SSP5;Namibia;2020;25+;8.57
SSP5;Namibia;2025;25+;9.28
SSP5;Namibia;2030;25+;9.77
SSP5;Namibia;2035;25+;10.25
SSP5;Namibia;2040;25+;10.71
SSP5;Namibia;2045;25+;11.12
SSP5;Namibia;2050;25+;11.46
SSP5;Namibia;2055;25+;11.75
SSP5;Namibia;2060;25+;12
SSP5;Namibia;2065;25+;12.24
SSP5;Namibia;2070;25+;12.45
SSP5;Namibia;2075;25+;12.66
SSP5;Namibia;2080;25+;12.85
SSP5;Namibia;2085;25+;13.03
SSP5;Namibia;2090;25+;13.19
SSP5;Namibia;2095;25+;13.33
SSP5;Namibia;2100;25+;13.46
SSP5;Nepal;2020;25+;5.14
SSP5;Nepal;2025;25+;6.28
SSP5;Nepal;2030;25+;7.26
SSP5;Nepal;2035;25+;8.09
SSP5;Nepal;2040;25+;8.81
SSP5;Nepal;2045;25+;9.46
SSP5;Nepal;2050;25+;10.04
SSP5;Nepal;2055;25+;10.53
SSP5;Nepal;2060;25+;10.95
SSP5;Nepal;2065;25+;11.33
SSP5;Nepal;2070;25+;11.69
SSP5;Nepal;2075;25+;12.04
SSP5;Nepal;2080;25+;12.37
SSP5;Nepal;2085;25+;12.67
SSP5;Nepal;2090;25+;12.94
SSP5;Nepal;2095;25+;13.2
SSP5;Nepal;2100;25+;13.42
SSP5;Netherlands;2020;25+;11.67
SSP5;Netherlands;2025;25+;11.88
SSP5;Netherlands;2030;25+;12.06
SSP5;Netherlands;2035;25+;12.22
SSP5;Netherlands;2040;25+;12.37
SSP5;Netherlands;2045;25+;12.51
SSP5;Netherlands;2050;25+;12.64
SSP5;Netherlands;2055;25+;12.75
SSP5;Netherlands;2060;25+;12.86
SSP5;Netherlands;2065;25+;12.96
SSP5;Netherlands;2070;25+;13.04
SSP5;Netherlands;2075;25+;13.11
SSP5;Netherlands;2080;25+;13.18
SSP5;Netherlands;2085;25+;13.25
SSP5;Netherlands;2090;25+;13.32
SSP5;Netherlands;2095;25+;13.39
SSP5;Netherlands;2100;25+;13.45
SSP5;New Caledonia;2020;25+;11.35
SSP5;New Caledonia;2025;25+;11.62
SSP5;New Caledonia;2030;25+;11.92
SSP5;New Caledonia;2035;25+;12.21
SSP5;New Caledonia;2040;25+;12.48
SSP5;New Caledonia;2045;25+;12.74
SSP5;New Caledonia;2050;25+;12.97
SSP5;New Caledonia;2055;25+;13.17
SSP5;New Caledonia;2060;25+;13.36
SSP5;New Caledonia;2065;25+;13.54
SSP5;New Caledonia;2070;25+;13.72
SSP5;New Caledonia;2075;25+;13.89
SSP5;New Caledonia;2080;25+;14.04
SSP5;New Caledonia;2085;25+;14.19
SSP5;New Caledonia;2090;25+;14.32
SSP5;New Caledonia;2095;25+;14.45
SSP5;New Caledonia;2100;25+;14.57
SSP5;New Zealand;2020;25+;13.02
SSP5;New Zealand;2025;25+;13.17
SSP5;New Zealand;2030;25+;13.3
SSP5;New Zealand;2035;25+;13.43
SSP5;New Zealand;2040;25+;13.55
SSP5;New Zealand;2045;25+;13.65
SSP5;New Zealand;2050;25+;13.75
SSP5;New Zealand;2055;25+;13.84
SSP5;New Zealand;2060;25+;13.92
SSP5;New Zealand;2065;25+;14
SSP5;New Zealand;2070;25+;14.07
SSP5;New Zealand;2075;25+;14.14
SSP5;New Zealand;2080;25+;14.21
SSP5;New Zealand;2085;25+;14.27
SSP5;New Zealand;2090;25+;14.34
SSP5;New Zealand;2095;25+;14.39
SSP5;New Zealand;2100;25+;14.44
SSP5;Nicaragua;2020;25+;6.55
SSP5;Nicaragua;2025;25+;7.29
SSP5;Nicaragua;2030;25+;7.86
SSP5;Nicaragua;2035;25+;8.39
SSP5;Nicaragua;2040;25+;8.9
SSP5;Nicaragua;2045;25+;9.37
SSP5;Nicaragua;2050;25+;9.77
SSP5;Nicaragua;2055;25+;10.11
SSP5;Nicaragua;2060;25+;10.43
SSP5;Nicaragua;2065;25+;10.73
SSP5;Nicaragua;2070;25+;11.03
SSP5;Nicaragua;2075;25+;11.33
SSP5;Nicaragua;2080;25+;11.63
SSP5;Nicaragua;2085;25+;11.91
SSP5;Nicaragua;2090;25+;12.17
SSP5;Nicaragua;2095;25+;12.41
SSP5;Nicaragua;2100;25+;12.62
SSP5;Niger;2020;25+;1.65
SSP5;Niger;2025;25+;2.98
SSP5;Niger;2030;25+;4.3
SSP5;Niger;2035;25+;5.69
SSP5;Niger;2040;25+;6.99
SSP5;Niger;2045;25+;8.15
SSP5;Niger;2050;25+;9.09
SSP5;Niger;2055;25+;9.85
SSP5;Niger;2060;25+;10.51
SSP5;Niger;2065;25+;11.07
SSP5;Niger;2070;25+;11.55
SSP5;Niger;2075;25+;11.97
SSP5;Niger;2080;25+;12.32
SSP5;Niger;2085;25+;12.63
SSP5;Niger;2090;25+;12.89
SSP5;Niger;2095;25+;13.11
SSP5;Niger;2100;25+;13.3
SSP5;Nigeria;2020;25+;7.12
SSP5;Nigeria;2025;25+;7.99
SSP5;Nigeria;2030;25+;8.8
SSP5;Nigeria;2035;25+;9.58
SSP5;Nigeria;2040;25+;10.27
SSP5;Nigeria;2045;25+;10.87
SSP5;Nigeria;2050;25+;11.36
SSP5;Nigeria;2055;25+;11.79
SSP5;Nigeria;2060;25+;12.15
SSP5;Nigeria;2065;25+;12.47
SSP5;Nigeria;2070;25+;12.75
SSP5;Nigeria;2075;25+;12.99
SSP5;Nigeria;2080;25+;13.2
SSP5;Nigeria;2085;25+;13.37
SSP5;Nigeria;2090;25+;13.52
SSP5;Nigeria;2095;25+;13.66
SSP5;Nigeria;2100;25+;13.78
SSP5;Norway;2020;25+;12.53
SSP5;Norway;2025;25+;12.74
SSP5;Norway;2030;25+;12.92
SSP5;Norway;2035;25+;13.1
SSP5;Norway;2040;25+;13.27
SSP5;Norway;2045;25+;13.42
SSP5;Norway;2050;25+;13.56
SSP5;Norway;2055;25+;13.7
SSP5;Norway;2060;25+;13.83
SSP5;Norway;2065;25+;13.95
SSP5;Norway;2070;25+;14.07
SSP5;Norway;2075;25+;14.17
SSP5;Norway;2080;25+;14.25
SSP5;Norway;2085;25+;14.32
SSP5;Norway;2090;25+;14.39
SSP5;Norway;2095;25+;14.45
SSP5;Norway;2100;25+;14.5
SSP5;Occupied Palestinian Territory;2020;25+;10.84
SSP5;Occupied Palestinian Territory;2025;25+;11.33
SSP5;Occupied Palestinian Territory;2030;25+;11.75
SSP5;Occupied Palestinian Territory;2035;25+;12.13
SSP5;Occupied Palestinian Territory;2040;25+;12.5
SSP5;Occupied Palestinian Territory;2045;25+;12.81
SSP5;Occupied Palestinian Territory;2050;25+;13.07
SSP5;Occupied Palestinian Territory;2055;25+;13.29
SSP5;Occupied Palestinian Territory;2060;25+;13.48
SSP5;Occupied Palestinian Territory;2065;25+;13.66
SSP5;Occupied Palestinian Territory;2070;25+;13.84
SSP5;Occupied Palestinian Territory;2075;25+;14
SSP5;Occupied Palestinian Territory;2080;25+;14.16
SSP5;Occupied Palestinian Territory;2085;25+;14.3
SSP5;Occupied Palestinian Territory;2090;25+;14.43
SSP5;Occupied Palestinian Territory;2095;25+;14.55
SSP5;Occupied Palestinian Territory;2100;25+;14.66
SSP5;Oman;2020;25+;10.14
SSP5;Oman;2025;25+;10.55
SSP5;Oman;2030;25+;10.82
SSP5;Oman;2035;25+;11.14
SSP5;Oman;2040;25+;11.5
SSP5;Oman;2045;25+;11.88
SSP5;Oman;2050;25+;12.21
SSP5;Oman;2055;25+;12.5
SSP5;Oman;2060;25+;12.76
SSP5;Oman;2065;25+;13.02
SSP5;Oman;2070;25+;13.27
SSP5;Oman;2075;25+;13.53
SSP5;Oman;2080;25+;13.77
SSP5;Oman;2085;25+;14
SSP5;Oman;2090;25+;14.19
SSP5;Oman;2095;25+;14.36
SSP5;Oman;2100;25+;14.48
SSP5;Pakistan;2020;25+;4.96
SSP5;Pakistan;2025;25+;6
SSP5;Pakistan;2030;25+;6.89
SSP5;Pakistan;2035;25+;7.74
SSP5;Pakistan;2040;25+;8.54
SSP5;Pakistan;2045;25+;9.25
SSP5;Pakistan;2050;25+;9.89
SSP5;Pakistan;2055;25+;10.45
SSP5;Pakistan;2060;25+;10.94
SSP5;Pakistan;2065;25+;11.39
SSP5;Pakistan;2070;25+;11.81
SSP5;Pakistan;2075;25+;12.19
SSP5;Pakistan;2080;25+;12.53
SSP5;Pakistan;2085;25+;12.84
SSP5;Pakistan;2090;25+;13.11
SSP5;Pakistan;2095;25+;13.35
SSP5;Pakistan;2100;25+;13.56
SSP5;Panama;2020;25+;9.63
SSP5;Panama;2025;25+;10.05
SSP5;Panama;2030;25+;10.41
SSP5;Panama;2035;25+;10.74
SSP5;Panama;2040;25+;11.06
SSP5;Panama;2045;25+;11.35
SSP5;Panama;2050;25+;11.6
SSP5;Panama;2055;25+;11.81
SSP5;Panama;2060;25+;12.01
SSP5;Panama;2065;25+;12.19
SSP5;Panama;2070;25+;12.36
SSP5;Panama;2075;25+;12.52
SSP5;Panama;2080;25+;12.66
SSP5;Panama;2085;25+;12.8
SSP5;Panama;2090;25+;12.92
SSP5;Panama;2095;25+;13.02
SSP5;Panama;2100;25+;13.12
SSP5;Papua New Guinea;2020;25+;6.94
SSP5;Papua New Guinea;2025;25+;7.84
SSP5;Papua New Guinea;2030;25+;8.52
SSP5;Papua New Guinea;2035;25+;9.18
SSP5;Papua New Guinea;2040;25+;9.79
SSP5;Papua New Guinea;2045;25+;10.34
SSP5;Papua New Guinea;2050;25+;10.8
SSP5;Papua New Guinea;2055;25+;11.2
SSP5;Papua New Guinea;2060;25+;11.54
SSP5;Papua New Guinea;2065;25+;11.85
SSP5;Papua New Guinea;2070;25+;12.13
SSP5;Papua New Guinea;2075;25+;12.38
SSP5;Papua New Guinea;2080;25+;12.6
SSP5;Papua New Guinea;2085;25+;12.78
SSP5;Papua New Guinea;2090;25+;12.94
SSP5;Papua New Guinea;2095;25+;13.07
SSP5;Papua New Guinea;2100;25+;13.18
SSP5;Paraguay;2020;25+;8.46
SSP5;Paraguay;2025;25+;9.17
SSP5;Paraguay;2030;25+;9.7
SSP5;Paraguay;2035;25+;10.21
SSP5;Paraguay;2040;25+;10.69
SSP5;Paraguay;2045;25+;11.15
SSP5;Paraguay;2050;25+;11.55
SSP5;Paraguay;2055;25+;11.9
SSP5;Paraguay;2060;25+;12.22
SSP5;Paraguay;2065;25+;12.51
SSP5;Paraguay;2070;25+;12.78
SSP5;Paraguay;2075;25+;13.04
SSP5;Paraguay;2080;25+;13.29
SSP5;Paraguay;2085;25+;13.51
SSP5;Paraguay;2090;25+;13.72
SSP5;Paraguay;2095;25+;13.9
SSP5;Paraguay;2100;25+;14.06
SSP5;Peru;2020;25+;9.87
SSP5;Peru;2025;25+;10.3
SSP5;Peru;2030;25+;10.65
SSP5;Peru;2035;25+;10.98
SSP5;Peru;2040;25+;11.27
SSP5;Peru;2045;25+;11.53
SSP5;Peru;2050;25+;11.77
SSP5;Peru;2055;25+;11.97
SSP5;Peru;2060;25+;12.16
SSP5;Peru;2065;25+;12.34
SSP5;Peru;2070;25+;12.5
SSP5;Peru;2075;25+;12.67
SSP5;Peru;2080;25+;12.82
SSP5;Peru;2085;25+;12.97
SSP5;Peru;2090;25+;13.1
SSP5;Peru;2095;25+;13.22
SSP5;Peru;2100;25+;13.33
SSP5;Philippines;2020;25+;9.32
SSP5;Philippines;2025;25+;9.71
SSP5;Philippines;2030;25+;10
SSP5;Philippines;2035;25+;10.28
SSP5;Philippines;2040;25+;10.54
SSP5;Philippines;2045;25+;10.78
SSP5;Philippines;2050;25+;11
SSP5;Philippines;2055;25+;11.2
SSP5;Philippines;2060;25+;11.38
SSP5;Philippines;2065;25+;11.56
SSP5;Philippines;2070;25+;11.72
SSP5;Philippines;2075;25+;11.88
SSP5;Philippines;2080;25+;12.02
SSP5;Philippines;2085;25+;12.16
SSP5;Philippines;2090;25+;12.28
SSP5;Philippines;2095;25+;12.4
SSP5;Philippines;2100;25+;12.51
SSP5;Poland;2020;25+;12.1
SSP5;Poland;2025;25+;12.27
SSP5;Poland;2030;25+;12.39
SSP5;Poland;2035;25+;12.51
SSP5;Poland;2040;25+;12.61
SSP5;Poland;2045;25+;12.71
SSP5;Poland;2050;25+;12.79
SSP5;Poland;2055;25+;12.87
SSP5;Poland;2060;25+;12.93
SSP5;Poland;2065;25+;13
SSP5;Poland;2070;25+;13.07
SSP5;Poland;2075;25+;13.13
SSP5;Poland;2080;25+;13.19
SSP5;Poland;2085;25+;13.24
SSP5;Poland;2090;25+;13.29
SSP5;Poland;2095;25+;13.33
SSP5;Poland;2100;25+;13.36
SSP5;Portugal;2020;25+;7.95
SSP5;Portugal;2025;25+;8.53
SSP5;Portugal;2030;25+;9.04
SSP5;Portugal;2035;25+;9.52
SSP5;Portugal;2040;25+;9.97
SSP5;Portugal;2045;25+;10.39
SSP5;Portugal;2050;25+;10.78
SSP5;Portugal;2055;25+;11.12
SSP5;Portugal;2060;25+;11.44
SSP5;Portugal;2065;25+;11.73
SSP5;Portugal;2070;25+;11.99
SSP5;Portugal;2075;25+;12.22
SSP5;Portugal;2080;25+;12.42
SSP5;Portugal;2085;25+;12.59
SSP5;Portugal;2090;25+;12.76
SSP5;Portugal;2095;25+;12.9
SSP5;Portugal;2100;25+;13.03
SSP5;Puerto Rico;2020;25+;11.45
SSP5;Puerto Rico;2025;25+;11.53
SSP5;Puerto Rico;2030;25+;11.63
SSP5;Puerto Rico;2035;25+;11.72
SSP5;Puerto Rico;2040;25+;11.82
SSP5;Puerto Rico;2045;25+;11.91
SSP5;Puerto Rico;2050;25+;12
SSP5;Puerto Rico;2055;25+;12.08
SSP5;Puerto Rico;2060;25+;12.16
SSP5;Puerto Rico;2065;25+;12.26
SSP5;Puerto Rico;2070;25+;12.36
SSP5;Puerto Rico;2075;25+;12.47
SSP5;Puerto Rico;2080;25+;12.59
SSP5;Puerto Rico;2085;25+;12.7
SSP5;Puerto Rico;2090;25+;12.81
SSP5;Puerto Rico;2095;25+;12.92
SSP5;Puerto Rico;2100;25+;13.02
SSP5;Qatar;2020;25+;10.51
SSP5;Qatar;2025;25+;10.76
SSP5;Qatar;2030;25+;10.93
SSP5;Qatar;2035;25+;11.17
SSP5;Qatar;2040;25+;11.45
SSP5;Qatar;2045;25+;11.73
SSP5;Qatar;2050;25+;11.99
SSP5;Qatar;2055;25+;12.22
SSP5;Qatar;2060;25+;12.46
SSP5;Qatar;2065;25+;12.69
SSP5;Qatar;2070;25+;12.91
SSP5;Qatar;2075;25+;13.15
SSP5;Qatar;2080;25+;13.38
SSP5;Qatar;2085;25+;13.62
SSP5;Qatar;2090;25+;13.86
SSP5;Qatar;2095;25+;14.07
SSP5;Qatar;2100;25+;14.24
SSP5;Republic of Korea;2020;25+;12.01
SSP5;Republic of Korea;2025;25+;12.27
SSP5;Republic of Korea;2030;25+;12.5
SSP5;Republic of Korea;2035;25+;12.69
SSP5;Republic of Korea;2040;25+;12.86
SSP5;Republic of Korea;2045;25+;13.01
SSP5;Republic of Korea;2050;25+;13.13
SSP5;Republic of Korea;2055;25+;13.24
SSP5;Republic of Korea;2060;25+;13.34
SSP5;Republic of Korea;2065;25+;13.41
SSP5;Republic of Korea;2070;25+;13.47
SSP5;Republic of Korea;2075;25+;13.52
SSP5;Republic of Korea;2080;25+;13.56
SSP5;Republic of Korea;2085;25+;13.59
SSP5;Republic of Korea;2090;25+;13.62
SSP5;Republic of Korea;2095;25+;13.65
SSP5;Republic of Korea;2100;25+;13.68
SSP5;Republic of Moldova;2020;25+;10.79
SSP5;Republic of Moldova;2025;25+;10.99
SSP5;Republic of Moldova;2030;25+;11.1
SSP5;Republic of Moldova;2035;25+;11.22
SSP5;Republic of Moldova;2040;25+;11.34
SSP5;Republic of Moldova;2045;25+;11.48
SSP5;Republic of Moldova;2050;25+;11.6
SSP5;Republic of Moldova;2055;25+;11.71
SSP5;Republic of Moldova;2060;25+;11.82
SSP5;Republic of Moldova;2065;25+;11.95
SSP5;Republic of Moldova;2070;25+;12.08
SSP5;Republic of Moldova;2075;25+;12.22
SSP5;Republic of Moldova;2080;25+;12.36
SSP5;Republic of Moldova;2085;25+;12.5
SSP5;Republic of Moldova;2090;25+;12.62
SSP5;Republic of Moldova;2095;25+;12.74
SSP5;Republic of Moldova;2100;25+;12.85
SSP5;Reunion;2020;25+;9.89
SSP5;Reunion;2025;25+;10.29
SSP5;Reunion;2030;25+;10.71
SSP5;Reunion;2035;25+;11.11
SSP5;Reunion;2040;25+;11.48
SSP5;Reunion;2045;25+;11.83
SSP5;Reunion;2050;25+;12.16
SSP5;Reunion;2055;25+;12.45
SSP5;Reunion;2060;25+;12.72
SSP5;Reunion;2065;25+;12.97
SSP5;Reunion;2070;25+;13.2
SSP5;Reunion;2075;25+;13.41
SSP5;Reunion;2080;25+;13.59
SSP5;Reunion;2085;25+;13.76
SSP5;Reunion;2090;25+;13.92
SSP5;Reunion;2095;25+;14.07
SSP5;Reunion;2100;25+;14.21
SSP5;Romania;2020;25+;10.91
SSP5;Romania;2025;25+;11.19
SSP5;Romania;2030;25+;11.41
SSP5;Romania;2035;25+;11.61
SSP5;Romania;2040;25+;11.79
SSP5;Romania;2045;25+;11.95
SSP5;Romania;2050;25+;12.09
SSP5;Romania;2055;25+;12.21
SSP5;Romania;2060;25+;12.32
SSP5;Romania;2065;25+;12.44
SSP5;Romania;2070;25+;12.57
SSP5;Romania;2075;25+;12.7
SSP5;Romania;2080;25+;12.83
SSP5;Romania;2085;25+;12.94
SSP5;Romania;2090;25+;13.04
SSP5;Romania;2095;25+;13.12
SSP5;Romania;2100;25+;13.19
SSP5;Russian Federation;2020;25+;10.54
SSP5;Russian Federation;2025;25+;10.76
SSP5;Russian Federation;2030;25+;10.92
SSP5;Russian Federation;2035;25+;11.07
SSP5;Russian Federation;2040;25+;11.23
SSP5;Russian Federation;2045;25+;11.37
SSP5;Russian Federation;2050;25+;11.5
SSP5;Russian Federation;2055;25+;11.62
SSP5;Russian Federation;2060;25+;11.73
SSP5;Russian Federation;2065;25+;11.85
SSP5;Russian Federation;2070;25+;11.96
SSP5;Russian Federation;2075;25+;12.06
SSP5;Russian Federation;2080;25+;12.15
SSP5;Russian Federation;2085;25+;12.22
SSP5;Russian Federation;2090;25+;12.28
SSP5;Russian Federation;2095;25+;12.32
SSP5;Russian Federation;2100;25+;12.36
SSP5;Rwanda;2020;25+;4.13
SSP5;Rwanda;2025;25+;5.16
SSP5;Rwanda;2030;25+;6.08
SSP5;Rwanda;2035;25+;6.99
SSP5;Rwanda;2040;25+;7.79
SSP5;Rwanda;2045;25+;8.51
SSP5;Rwanda;2050;25+;9.11
SSP5;Rwanda;2055;25+;9.63
SSP5;Rwanda;2060;25+;10.09
SSP5;Rwanda;2065;25+;10.51
SSP5;Rwanda;2070;25+;10.91
SSP5;Rwanda;2075;25+;11.29
SSP5;Rwanda;2080;25+;11.65
SSP5;Rwanda;2085;25+;11.96
SSP5;Rwanda;2090;25+;12.24
SSP5;Rwanda;2095;25+;12.48
SSP5;Rwanda;2100;25+;12.69
SSP5;Saint Lucia;2020;25+;10.16
SSP5;Saint Lucia;2025;25+;10.51
SSP5;Saint Lucia;2030;25+;10.77
SSP5;Saint Lucia;2035;25+;10.99
SSP5;Saint Lucia;2040;25+;11.2
SSP5;Saint Lucia;2045;25+;11.39
SSP5;Saint Lucia;2050;25+;11.58
SSP5;Saint Lucia;2055;25+;11.75
SSP5;Saint Lucia;2060;25+;11.92
SSP5;Saint Lucia;2065;25+;12.07
SSP5;Saint Lucia;2070;25+;12.22
SSP5;Saint Lucia;2075;25+;12.36
SSP5;Saint Lucia;2080;25+;12.49
SSP5;Saint Lucia;2085;25+;12.61
SSP5;Saint Lucia;2090;25+;12.73
SSP5;Saint Lucia;2095;25+;12.83
SSP5;Saint Lucia;2100;25+;12.92
SSP5;Saint Vincent and the Grenadines;2020;25+;10.41
SSP5;Saint Vincent and the Grenadines;2025;25+;10.76
SSP5;Saint Vincent and the Grenadines;2030;25+;11
SSP5;Saint Vincent and the Grenadines;2035;25+;11.26
SSP5;Saint Vincent and the Grenadines;2040;25+;11.54
SSP5;Saint Vincent and the Grenadines;2045;25+;11.8
SSP5;Saint Vincent and the Grenadines;2050;25+;12.04
SSP5;Saint Vincent and the Grenadines;2055;25+;12.26
SSP5;Saint Vincent and the Grenadines;2060;25+;12.48
SSP5;Saint Vincent and the Grenadines;2065;25+;12.7
SSP5;Saint Vincent and the Grenadines;2070;25+;12.92
SSP5;Saint Vincent and the Grenadines;2075;25+;13.14
SSP5;Saint Vincent and the Grenadines;2080;25+;13.35
SSP5;Saint Vincent and the Grenadines;2085;25+;13.56
SSP5;Saint Vincent and the Grenadines;2090;25+;13.76
SSP5;Saint Vincent and the Grenadines;2095;25+;13.93
SSP5;Saint Vincent and the Grenadines;2100;25+;14.09
SSP5;Samoa;2020;25+;10.89
SSP5;Samoa;2025;25+;11.35
SSP5;Samoa;2030;25+;11.73
SSP5;Samoa;2035;25+;12.14
SSP5;Samoa;2040;25+;12.56
SSP5;Samoa;2045;25+;12.94
SSP5;Samoa;2050;25+;13.26
SSP5;Samoa;2055;25+;13.52
SSP5;Samoa;2060;25+;13.76
SSP5;Samoa;2065;25+;13.99
SSP5;Samoa;2070;25+;14.21
SSP5;Samoa;2075;25+;14.42
SSP5;Samoa;2080;25+;14.61
SSP5;Samoa;2085;25+;14.78
SSP5;Samoa;2090;25+;14.94
SSP5;Samoa;2095;25+;15.08
SSP5;Samoa;2100;25+;15.2
SSP5;Sao Tome and Principe;2020;25+;4.5
SSP5;Sao Tome and Principe;2025;25+;5.41
SSP5;Sao Tome and Principe;2030;25+;6.31
SSP5;Sao Tome and Principe;2035;25+;7.16
SSP5;Sao Tome and Principe;2040;25+;7.92
SSP5;Sao Tome and Principe;2045;25+;8.57
SSP5;Sao Tome and Principe;2050;25+;9.13
SSP5;Sao Tome and Principe;2055;25+;9.61
SSP5;Sao Tome and Principe;2060;25+;10.04
SSP5;Sao Tome and Principe;2065;25+;10.42
SSP5;Sao Tome and Principe;2070;25+;10.77
SSP5;Sao Tome and Principe;2075;25+;11.09
SSP5;Sao Tome and Principe;2080;25+;11.36
SSP5;Sao Tome and Principe;2085;25+;11.59
SSP5;Sao Tome and Principe;2090;25+;11.78
SSP5;Sao Tome and Principe;2095;25+;11.94
SSP5;Sao Tome and Principe;2100;25+;12.08
SSP5;Saudi Arabia;2020;25+;9.61
SSP5;Saudi Arabia;2025;25+;9.95
SSP5;Saudi Arabia;2030;25+;10.28
SSP5;Saudi Arabia;2035;25+;10.6
SSP5;Saudi Arabia;2040;25+;10.91
SSP5;Saudi Arabia;2045;25+;11.2
SSP5;Saudi Arabia;2050;25+;11.46
SSP5;Saudi Arabia;2055;25+;11.69
SSP5;Saudi Arabia;2060;25+;11.91
SSP5;Saudi Arabia;2065;25+;12.12
SSP5;Saudi Arabia;2070;25+;12.34
SSP5;Saudi Arabia;2075;25+;12.54
SSP5;Saudi Arabia;2080;25+;12.72
SSP5;Saudi Arabia;2085;25+;12.88
SSP5;Saudi Arabia;2090;25+;13.01
SSP5;Saudi Arabia;2095;25+;13.12
SSP5;Saudi Arabia;2100;25+;13.2
SSP5;Senegal;2020;25+;3.46
SSP5;Senegal;2025;25+;4.86
SSP5;Senegal;2030;25+;5.97
SSP5;Senegal;2035;25+;7.09
SSP5;Senegal;2040;25+;8.14
SSP5;Senegal;2045;25+;9.06
SSP5;Senegal;2050;25+;9.82
SSP5;Senegal;2055;25+;10.48
SSP5;Senegal;2060;25+;11.06
SSP5;Senegal;2065;25+;11.6
SSP5;Senegal;2070;25+;12.11
SSP5;Senegal;2075;25+;12.57
SSP5;Senegal;2080;25+;12.97
SSP5;Senegal;2085;25+;13.33
SSP5;Senegal;2090;25+;13.64
SSP5;Senegal;2095;25+;13.91
SSP5;Senegal;2100;25+;14.15
SSP5;Serbia;2020;25+;11.47
SSP5;Serbia;2025;25+;11.85
SSP5;Serbia;2030;25+;12.12
SSP5;Serbia;2035;25+;12.36
SSP5;Serbia;2040;25+;12.58
SSP5;Serbia;2045;25+;12.78
SSP5;Serbia;2050;25+;12.97
SSP5;Serbia;2055;25+;13.15
SSP5;Serbia;2060;25+;13.31
SSP5;Serbia;2065;25+;13.47
SSP5;Serbia;2070;25+;13.63
SSP5;Serbia;2075;25+;13.79
SSP5;Serbia;2080;25+;13.94
SSP5;Serbia;2085;25+;14.08
SSP5;Serbia;2090;25+;14.2
SSP5;Serbia;2095;25+;14.32
SSP5;Serbia;2100;25+;14.42
SSP5;Seychelles;2020;25+;10.94
SSP5;Seychelles;2025;25+;11.36
SSP5;Seychelles;2030;25+;11.72
SSP5;Seychelles;2035;25+;12.1
SSP5;Seychelles;2040;25+;12.49
SSP5;Seychelles;2045;25+;12.86
SSP5;Seychelles;2050;25+;13.21
SSP5;Seychelles;2055;25+;13.52
SSP5;Seychelles;2060;25+;13.82
SSP5;Seychelles;2065;25+;14.09
