Scenario;Area;Period;Sex;Years
SSP1;Colombia;2060-2065;Male;87.4
SSP1;Colombia;2065-2070;Male;88.9
SSP1;Colombia;2070-2075;Male;90.4
SSP1;Colombia;2075-2080;Male;91.8
SSP1;Colombia;2080-2085;Male;93.3
SSP1;Colombia;2085-2090;Male;94.8
SSP1;Colombia;2090-2095;Male;96.1
SSP1;Colombia;2095-2100;Male;97.4
SSP1;Comoros;2020-2025;Male;62.5
SSP1;Comoros;2025-2030;Male;64.5
SSP1;Comoros;2030-2035;Male;66
SSP1;Comoros;2035-2040;Male;67.4
SSP1;Comoros;2040-2045;Male;68.8
SSP1;Comoros;2045-2050;Male;70.2
SSP1;Comoros;2050-2055;Male;71.6
SSP1;Comoros;2055-2060;Male;73
SSP1;Comoros;2060-2065;Male;74.4
SSP1;Comoros;2065-2070;Male;75.8
SSP1;Comoros;2070-2075;Male;77.1
SSP1;Comoros;2075-2080;Male;78.5
SSP1;Comoros;2080-2085;Male;79.8
SSP1;Comoros;2085-2090;Male;81.2
SSP1;Comoros;2090-2095;Male;82.5
SSP1;Comoros;2095-2100;Male;83.8
SSP1;Congo;2020-2025;Male;65.1
SSP1;Congo;2025-2030;Male;69
SSP1;Congo;2030-2035;Male;70.9
SSP1;Congo;2035-2040;Male;72.8
SSP1;Congo;2040-2045;Male;74.7
SSP1;Congo;2045-2050;Male;77.5
SSP1;Congo;2050-2055;Male;78.9
SSP1;Congo;2055-2060;Male;80.2
SSP1;Congo;2060-2065;Male;81.5
SSP1;Congo;2065-2070;Male;82.9
SSP1;Congo;2070-2075;Male;84.2
SSP1;Congo;2075-2080;Male;85.5
SSP1;Congo;2080-2085;Male;86.8
SSP1;Congo;2085-2090;Male;88.1
SSP1;Congo;2090-2095;Male;89.4
SSP1;Congo;2095-2100;Male;90.6
SSP1;Costa Rica;2020-2025;Male;76.9
SSP1;Costa Rica;2025-2030;Male;80.1
SSP1;Costa Rica;2030-2035;Male;81.6
SSP1;Costa Rica;2035-2040;Male;83.1
SSP1;Costa Rica;2040-2045;Male;84.7
SSP1;Costa Rica;2045-2050;Male;86.2
SSP1;Costa Rica;2050-2055;Male;87.7
SSP1;Costa Rica;2055-2060;Male;89.3
SSP1;Costa Rica;2060-2065;Male;90.7
SSP1;Costa Rica;2065-2070;Male;92.2
SSP1;Costa Rica;2070-2075;Male;93.7
SSP1;Costa Rica;2075-2080;Male;95.2
SSP1;Costa Rica;2080-2085;Male;96.5
SSP1;Costa Rica;2085-2090;Male;97.8
SSP1;Costa Rica;2090-2095;Male;98.9
SSP1;Costa Rica;2095-2100;Male;99.9
SSP1;Cote d'Ivoire;2020-2025;Male;60.8
SSP1;Cote d'Ivoire;2025-2030;Male;65.1
SSP1;Cote d'Ivoire;2030-2035;Male;67.5
SSP1;Cote d'Ivoire;2035-2040;Male;69.8
SSP1;Cote d'Ivoire;2040-2045;Male;72
SSP1;Cote d'Ivoire;2045-2050;Male;75
SSP1;Cote d'Ivoire;2050-2055;Male;76.6
SSP1;Cote d'Ivoire;2055-2060;Male;78.1
SSP1;Cote d'Ivoire;2060-2065;Male;79.7
SSP1;Cote d'Ivoire;2065-2070;Male;81.2
SSP1;Cote d'Ivoire;2070-2075;Male;82.7
SSP1;Cote d'Ivoire;2075-2080;Male;84.3
SSP1;Cote d'Ivoire;2080-2085;Male;85.8
SSP1;Cote d'Ivoire;2085-2090;Male;87.4
SSP1;Cote d'Ivoire;2090-2095;Male;88.9
SSP1;Cote d'Ivoire;2095-2100;Male;90.4
SSP1;Croatia;2020-2025;Male;76.3
SSP1;Croatia;2025-2030;Male;78.4
SSP1;Croatia;2030-2035;Male;80
SSP1;Croatia;2035-2040;Male;81.6
SSP1;Croatia;2040-2045;Male;83.2
SSP1;Croatia;2045-2050;Male;84.8
SSP1;Croatia;2050-2055;Male;86.5
SSP1;Croatia;2055-2060;Male;88.1
SSP1;Croatia;2060-2065;Male;89.7
SSP1;Croatia;2065-2070;Male;91.3
SSP1;Croatia;2070-2075;Male;92.9
SSP1;Croatia;2075-2080;Male;94.4
SSP1;Croatia;2080-2085;Male;95.9
SSP1;Croatia;2085-2090;Male;97.3
SSP1;Croatia;2090-2095;Male;98.6
SSP1;Croatia;2095-2100;Male;99.6
SSP1;Cuba;2020-2025;Male;75.5
SSP1;Cuba;2025-2030;Male;78.6
SSP1;Cuba;2030-2035;Male;80.2
SSP1;Cuba;2035-2040;Male;81.8
SSP1;Cuba;2040-2045;Male;83.5
SSP1;Cuba;2045-2050;Male;85.1
SSP1;Cuba;2050-2055;Male;86.8
SSP1;Cuba;2055-2060;Male;88.4
SSP1;Cuba;2060-2065;Male;90
SSP1;Cuba;2065-2070;Male;91.6
SSP1;Cuba;2070-2075;Male;93.2
SSP1;Cuba;2075-2080;Male;94.7
SSP1;Cuba;2080-2085;Male;96.1
SSP1;Cuba;2085-2090;Male;97.5
SSP1;Cuba;2090-2095;Male;98.6
SSP1;Cuba;2095-2100;Male;99.6
SSP1;Curaçao;2020-2025;Male;73.1
SSP1;Curaçao;2025-2030;Male;75
SSP1;Curaçao;2030-2035;Male;76.5
SSP1;Curaçao;2035-2040;Male;78
SSP1;Curaçao;2040-2045;Male;79.4
SSP1;Curaçao;2045-2050;Male;80.9
SSP1;Curaçao;2050-2055;Male;82.4
SSP1;Curaçao;2055-2060;Male;83.8
SSP1;Curaçao;2060-2065;Male;85.3
SSP1;Curaçao;2065-2070;Male;86.8
SSP1;Curaçao;2070-2075;Male;88.2
SSP1;Curaçao;2075-2080;Male;89.7
SSP1;Curaçao;2080-2085;Male;91.1
SSP1;Curaçao;2085-2090;Male;92.6
SSP1;Curaçao;2090-2095;Male;94
SSP1;Curaçao;2095-2100;Male;95.3
SSP1;Cyprus;2020-2025;Male;80.6
SSP1;Cyprus;2025-2030;Male;82.3
SSP1;Cyprus;2030-2035;Male;83.9
SSP1;Cyprus;2035-2040;Male;85.4
SSP1;Cyprus;2040-2045;Male;86.9
SSP1;Cyprus;2045-2050;Male;88.5
SSP1;Cyprus;2050-2055;Male;90
SSP1;Cyprus;2055-2060;Male;91.5
SSP1;Cyprus;2060-2065;Male;93
SSP1;Cyprus;2065-2070;Male;94.5
SSP1;Cyprus;2070-2075;Male;95.9
SSP1;Cyprus;2075-2080;Male;97.2
SSP1;Cyprus;2080-2085;Male;98.4
SSP1;Cyprus;2085-2090;Male;99.4
SSP1;Cyprus;2090-2095;Male;100.3
SSP1;Cyprus;2095-2100;Male;100.9
SSP1;Czech Republic;2020-2025;Male;76.5
SSP1;Czech Republic;2025-2030;Male;79
SSP1;Czech Republic;2030-2035;Male;80.6
SSP1;Czech Republic;2035-2040;Male;82.1
SSP1;Czech Republic;2040-2045;Male;83.7
SSP1;Czech Republic;2045-2050;Male;85.3
SSP1;Czech Republic;2050-2055;Male;86.9
SSP1;Czech Republic;2055-2060;Male;88.5
SSP1;Czech Republic;2060-2065;Male;90.1
SSP1;Czech Republic;2065-2070;Male;91.6
SSP1;Czech Republic;2070-2075;Male;93.1
SSP1;Czech Republic;2075-2080;Male;94.6
SSP1;Czech Republic;2080-2085;Male;96
SSP1;Czech Republic;2085-2090;Male;97.4
SSP1;Czech Republic;2090-2095;Male;98.7
SSP1;Czech Republic;2095-2100;Male;99.6
SSP1;Democratic People's Republic of Korea;2020-2025;Male;71.8
SSP1;Democratic People's Republic of Korea;2025-2030;Male;73.1
SSP1;Democratic People's Republic of Korea;2030-2035;Male;74.6
SSP1;Democratic People's Republic of Korea;2035-2040;Male;76
SSP1;Democratic People's Republic of Korea;2040-2045;Male;77.4
SSP1;Democratic People's Republic of Korea;2045-2050;Male;78.8
SSP1;Democratic People's Republic of Korea;2050-2055;Male;80.3
SSP1;Democratic People's Republic of Korea;2055-2060;Male;81.7
SSP1;Democratic People's Republic of Korea;2060-2065;Male;83.1
SSP1;Democratic People's Republic of Korea;2065-2070;Male;84.6
SSP1;Democratic People's Republic of Korea;2070-2075;Male;86
SSP1;Democratic People's Republic of Korea;2075-2080;Male;87.4
SSP1;Democratic People's Republic of Korea;2080-2085;Male;88.8
SSP1;Democratic People's Republic of Korea;2085-2090;Male;90.2
SSP1;Democratic People's Republic of Korea;2090-2095;Male;91.6
SSP1;Democratic People's Republic of Korea;2095-2100;Male;93
SSP1;Democratic Republic of the Congo;2020-2025;Male;58.3
SSP1;Democratic Republic of the Congo;2025-2030;Male;60.4
SSP1;Democratic Republic of the Congo;2030-2035;Male;61.9
SSP1;Democratic Republic of the Congo;2035-2040;Male;63.2
SSP1;Democratic Republic of the Congo;2040-2045;Male;64.6
SSP1;Democratic Republic of the Congo;2045-2050;Male;65.9
SSP1;Democratic Republic of the Congo;2050-2055;Male;67.2
SSP1;Democratic Republic of the Congo;2055-2060;Male;68.5
SSP1;Democratic Republic of the Congo;2060-2065;Male;69.8
SSP1;Democratic Republic of the Congo;2065-2070;Male;71.1
SSP1;Democratic Republic of the Congo;2070-2075;Male;72.4
SSP1;Democratic Republic of the Congo;2075-2080;Male;73.6
SSP1;Democratic Republic of the Congo;2080-2085;Male;74.9
SSP1;Democratic Republic of the Congo;2085-2090;Male;76.2
SSP1;Democratic Republic of the Congo;2090-2095;Male;77.4
SSP1;Democratic Republic of the Congo;2095-2100;Male;78.7
SSP1;Denmark;2020-2025;Male;80.5
SSP1;Denmark;2025-2030;Male;82
SSP1;Denmark;2030-2035;Male;83.4
SSP1;Denmark;2035-2040;Male;84.9
SSP1;Denmark;2040-2045;Male;86.3
SSP1;Denmark;2045-2050;Male;87.8
SSP1;Denmark;2050-2055;Male;89.3
SSP1;Denmark;2055-2060;Male;90.7
SSP1;Denmark;2060-2065;Male;92.2
SSP1;Denmark;2065-2070;Male;93.6
SSP1;Denmark;2070-2075;Male;95
SSP1;Denmark;2075-2080;Male;96.4
SSP1;Denmark;2080-2085;Male;97.7
SSP1;Denmark;2085-2090;Male;98.9
SSP1;Denmark;2090-2095;Male;99.8
SSP1;Denmark;2095-2100;Male;100
SSP1;Djibouti;2020-2025;Male;61.1
SSP1;Djibouti;2025-2030;Male;63.6
SSP1;Djibouti;2030-2035;Male;65.3
SSP1;Djibouti;2035-2040;Male;67
SSP1;Djibouti;2040-2045;Male;68.6
SSP1;Djibouti;2045-2050;Male;70.2
SSP1;Djibouti;2050-2055;Male;71.7
SSP1;Djibouti;2055-2060;Male;73.3
SSP1;Djibouti;2060-2065;Male;74.8
SSP1;Djibouti;2065-2070;Male;76.3
SSP1;Djibouti;2070-2075;Male;77.8
SSP1;Djibouti;2075-2080;Male;79.3
SSP1;Djibouti;2080-2085;Male;80.8
SSP1;Djibouti;2085-2090;Male;82.3
SSP1;Djibouti;2090-2095;Male;83.8
SSP1;Djibouti;2095-2100;Male;85.2
SSP1;Dominican Republic;2020-2025;Male;71.3
SSP1;Dominican Republic;2025-2030;Male;73.7
SSP1;Dominican Republic;2030-2035;Male;75.4
SSP1;Dominican Republic;2035-2040;Male;77.1
SSP1;Dominican Republic;2040-2045;Male;78.8
SSP1;Dominican Republic;2045-2050;Male;80.5
SSP1;Dominican Republic;2050-2055;Male;82.2
SSP1;Dominican Republic;2055-2060;Male;83.9
SSP1;Dominican Republic;2060-2065;Male;85.6
SSP1;Dominican Republic;2065-2070;Male;87.2
SSP1;Dominican Republic;2070-2075;Male;88.9
SSP1;Dominican Republic;2075-2080;Male;90.5
SSP1;Dominican Republic;2080-2085;Male;92.1
SSP1;Dominican Republic;2085-2090;Male;93.7
SSP1;Dominican Republic;2090-2095;Male;95.3
SSP1;Dominican Republic;2095-2100;Male;96.6
SSP1;Ecuador;2020-2025;Male;73.5
SSP1;Ecuador;2025-2030;Male;77.9
SSP1;Ecuador;2030-2035;Male;79.5
SSP1;Ecuador;2035-2040;Male;81.1
SSP1;Ecuador;2040-2045;Male;82.8
SSP1;Ecuador;2045-2050;Male;84.3
SSP1;Ecuador;2050-2055;Male;85.9
SSP1;Ecuador;2055-2060;Male;87.5
SSP1;Ecuador;2060-2065;Male;89.1
SSP1;Ecuador;2065-2070;Male;90.6
SSP1;Ecuador;2070-2075;Male;92.3
SSP1;Ecuador;2075-2080;Male;93.9
SSP1;Ecuador;2080-2085;Male;95.4
SSP1;Ecuador;2085-2090;Male;96.9
SSP1;Ecuador;2090-2095;Male;98.2
SSP1;Ecuador;2095-2100;Male;99.3
SSP1;Egypt;2020-2025;Male;69.4
SSP1;Egypt;2025-2030;Male;72
SSP1;Egypt;2030-2035;Male;73.7
SSP1;Egypt;2035-2040;Male;75.4
SSP1;Egypt;2040-2045;Male;77.1
SSP1;Egypt;2045-2050;Male;78.8
SSP1;Egypt;2050-2055;Male;80.5
SSP1;Egypt;2055-2060;Male;82.2
SSP1;Egypt;2060-2065;Male;83.9
SSP1;Egypt;2065-2070;Male;85.6
SSP1;Egypt;2070-2075;Male;87.3
SSP1;Egypt;2075-2080;Male;88.9
SSP1;Egypt;2080-2085;Male;90.6
SSP1;Egypt;2085-2090;Male;92.2
SSP1;Egypt;2090-2095;Male;93.9
SSP1;Egypt;2095-2100;Male;95.4
SSP1;El Salvador;2020-2025;Male;67.8
SSP1;El Salvador;2025-2030;Male;70.8
SSP1;El Salvador;2030-2035;Male;72.5
SSP1;El Salvador;2035-2040;Male;74.3
SSP1;El Salvador;2040-2045;Male;76.1
SSP1;El Salvador;2045-2050;Male;77.8
SSP1;El Salvador;2050-2055;Male;79.6
SSP1;El Salvador;2055-2060;Male;81.3
SSP1;El Salvador;2060-2065;Male;83
SSP1;El Salvador;2065-2070;Male;84.7
SSP1;El Salvador;2070-2075;Male;86.4
SSP1;El Salvador;2075-2080;Male;88.1
SSP1;El Salvador;2080-2085;Male;89.8
SSP1;El Salvador;2085-2090;Male;91.5
SSP1;El Salvador;2090-2095;Male;93.2
SSP1;El Salvador;2095-2100;Male;94.7
SSP1;Equatorial Guinea;2020-2025;Male;61.9
SSP1;Equatorial Guinea;2025-2030;Male;66.1
SSP1;Equatorial Guinea;2030-2035;Male;68
SSP1;Equatorial Guinea;2035-2040;Male;69.9
SSP1;Equatorial Guinea;2040-2045;Male;71.8
SSP1;Equatorial Guinea;2045-2050;Male;74.7
SSP1;Equatorial Guinea;2050-2055;Male;76
SSP1;Equatorial Guinea;2055-2060;Male;77.4
SSP1;Equatorial Guinea;2060-2065;Male;78.7
SSP1;Equatorial Guinea;2065-2070;Male;80
SSP1;Equatorial Guinea;2070-2075;Male;81.3
SSP1;Equatorial Guinea;2075-2080;Male;82.6
SSP1;Equatorial Guinea;2080-2085;Male;83.8
SSP1;Equatorial Guinea;2085-2090;Male;85.1
SSP1;Equatorial Guinea;2090-2095;Male;86.3
SSP1;Equatorial Guinea;2095-2100;Male;87.5
SSP1;Eritrea;2020-2025;Male;65.2
SSP1;Eritrea;2025-2030;Male;67.7
SSP1;Eritrea;2030-2035;Male;69.2
SSP1;Eritrea;2035-2040;Male;70.6
SSP1;Eritrea;2040-2045;Male;72
SSP1;Eritrea;2045-2050;Male;73.4
SSP1;Eritrea;2050-2055;Male;74.8
SSP1;Eritrea;2055-2060;Male;76.2
SSP1;Eritrea;2060-2065;Male;77.5
SSP1;Eritrea;2065-2070;Male;78.8
SSP1;Eritrea;2070-2075;Male;80.2
SSP1;Eritrea;2075-2080;Male;81.5
SSP1;Eritrea;2080-2085;Male;82.8
SSP1;Eritrea;2085-2090;Male;84.1
SSP1;Eritrea;2090-2095;Male;85.4
SSP1;Eritrea;2095-2100;Male;86.7
SSP1;Estonia;2020-2025;Male;74.7
SSP1;Estonia;2025-2030;Male;76.5
SSP1;Estonia;2030-2035;Male;78
SSP1;Estonia;2035-2040;Male;79.5
SSP1;Estonia;2040-2045;Male;81
SSP1;Estonia;2045-2050;Male;82.5
SSP1;Estonia;2050-2055;Male;84.1
SSP1;Estonia;2055-2060;Male;85.6
SSP1;Estonia;2060-2065;Male;87.2
SSP1;Estonia;2065-2070;Male;88.7
SSP1;Estonia;2070-2075;Male;90.2
SSP1;Estonia;2075-2080;Male;91.8
SSP1;Estonia;2080-2085;Male;93.2
SSP1;Estonia;2085-2090;Male;94.7
SSP1;Estonia;2090-2095;Male;96
SSP1;Estonia;2095-2100;Male;97.3
SSP1;Ethiopia;2020-2025;Male;63.1
SSP1;Ethiopia;2025-2030;Male;65.4
SSP1;Ethiopia;2030-2035;Male;67
SSP1;Ethiopia;2035-2040;Male;68.5
SSP1;Ethiopia;2040-2045;Male;70.1
SSP1;Ethiopia;2045-2050;Male;71.5
SSP1;Ethiopia;2050-2055;Male;73
SSP1;Ethiopia;2055-2060;Male;74.5
SSP1;Ethiopia;2060-2065;Male;75.9
SSP1;Ethiopia;2065-2070;Male;77.4
SSP1;Ethiopia;2070-2075;Male;78.8
SSP1;Ethiopia;2075-2080;Male;80.3
SSP1;Ethiopia;2080-2085;Male;81.7
SSP1;Ethiopia;2085-2090;Male;83.1
SSP1;Ethiopia;2090-2095;Male;84.5
SSP1;Ethiopia;2095-2100;Male;85.9
SSP1;Fiji;2020-2025;Male;67.4
SSP1;Fiji;2025-2030;Male;69.3
SSP1;Fiji;2030-2035;Male;71
SSP1;Fiji;2035-2040;Male;72.8
SSP1;Fiji;2040-2045;Male;74.5
SSP1;Fiji;2045-2050;Male;76.3
SSP1;Fiji;2050-2055;Male;78.1
SSP1;Fiji;2055-2060;Male;79.8
SSP1;Fiji;2060-2065;Male;81.6
SSP1;Fiji;2065-2070;Male;83.3
SSP1;Fiji;2070-2075;Male;85.1
SSP1;Fiji;2075-2080;Male;86.9
SSP1;Fiji;2080-2085;Male;88.6
SSP1;Fiji;2085-2090;Male;90.3
SSP1;Fiji;2090-2095;Male;92
SSP1;Fiji;2095-2100;Male;93.7
SSP1;Finland;2020-2025;Male;80.3
SSP1;Finland;2025-2030;Male;81.9
SSP1;Finland;2030-2035;Male;83.5
SSP1;Finland;2035-2040;Male;85.1
SSP1;Finland;2040-2045;Male;86.6
SSP1;Finland;2045-2050;Male;88.2
SSP1;Finland;2050-2055;Male;89.8
SSP1;Finland;2055-2060;Male;91.4
SSP1;Finland;2060-2065;Male;93
SSP1;Finland;2065-2070;Male;94.5
SSP1;Finland;2070-2075;Male;96
SSP1;Finland;2075-2080;Male;97.4
SSP1;Finland;2080-2085;Male;98.7
SSP1;Finland;2085-2090;Male;99.7
SSP1;Finland;2090-2095;Male;100
SSP1;Finland;2095-2100;Male;100
SSP1;France;2020-2025;Male;80.8
SSP1;France;2025-2030;Male;82.7
SSP1;France;2030-2035;Male;84.3
SSP1;France;2035-2040;Male;85.9
SSP1;France;2040-2045;Male;87.6
SSP1;France;2045-2050;Male;89.2
SSP1;France;2050-2055;Male;90.8
SSP1;France;2055-2060;Male;92.4
SSP1;France;2060-2065;Male;94
SSP1;France;2065-2070;Male;95.6
SSP1;France;2070-2075;Male;97.1
SSP1;France;2075-2080;Male;98.4
SSP1;France;2080-2085;Male;99.5
SSP1;France;2085-2090;Male;100.4
SSP1;France;2090-2095;Male;100.9
SSP1;France;2095-2100;Male;100.9
SSP1;French Guiana;2020-2025;Male;75.1
SSP1;French Guiana;2025-2030;Male;77.6
SSP1;French Guiana;2030-2035;Male;79.4
SSP1;French Guiana;2035-2040;Male;81.1
SSP1;French Guiana;2040-2045;Male;82.8
SSP1;French Guiana;2045-2050;Male;84.5
SSP1;French Guiana;2050-2055;Male;86.2
SSP1;French Guiana;2055-2060;Male;88
SSP1;French Guiana;2060-2065;Male;89.7
SSP1;French Guiana;2065-2070;Male;91.5
SSP1;French Guiana;2070-2075;Male;93.1
SSP1;French Guiana;2075-2080;Male;94.8
SSP1;French Guiana;2080-2085;Male;96.3
SSP1;French Guiana;2085-2090;Male;97.8
SSP1;French Guiana;2090-2095;Male;98.9
SSP1;French Guiana;2095-2100;Male;99.8
SSP1;French Polynesia;2020-2025;Male;80.4
SSP1;French Polynesia;2025-2030;Male;82.6
SSP1;French Polynesia;2030-2035;Male;83.6
SSP1;French Polynesia;2035-2040;Male;84.7
SSP1;French Polynesia;2040-2045;Male;85.8
SSP1;French Polynesia;2045-2050;Male;86.8
SSP1;French Polynesia;2050-2055;Male;87.9
SSP1;French Polynesia;2055-2060;Male;89
SSP1;French Polynesia;2060-2065;Male;90.1
SSP1;French Polynesia;2065-2070;Male;91.1
SSP1;French Polynesia;2070-2075;Male;92.2
SSP1;French Polynesia;2075-2080;Male;93.3
SSP1;French Polynesia;2080-2085;Male;94.3
SSP1;French Polynesia;2085-2090;Male;95.4
SSP1;French Polynesia;2090-2095;Male;96.3
SSP1;French Polynesia;2095-2100;Male;97.3
SSP1;Gabon;2020-2025;Male;66.6
SSP1;Gabon;2025-2030;Male;71
SSP1;Gabon;2030-2035;Male;73
SSP1;Gabon;2035-2040;Male;75
SSP1;Gabon;2040-2045;Male;77
SSP1;Gabon;2045-2050;Male;79.9
SSP1;Gabon;2050-2055;Male;81.3
SSP1;Gabon;2055-2060;Male;82.7
SSP1;Gabon;2060-2065;Male;84.2
SSP1;Gabon;2065-2070;Male;85.6
SSP1;Gabon;2070-2075;Male;86.9
SSP1;Gabon;2075-2080;Male;88.3
SSP1;Gabon;2080-2085;Male;89.7
SSP1;Gabon;2085-2090;Male;91.1
SSP1;Gabon;2090-2095;Male;92.5
SSP1;Gabon;2095-2100;Male;93.8
SSP1;Gambia;2020-2025;Male;62.2
SSP1;Gambia;2025-2030;Male;64.7
SSP1;Gambia;2030-2035;Male;66.2
SSP1;Gambia;2035-2040;Male;67.6
SSP1;Gambia;2040-2045;Male;69.1
SSP1;Gambia;2045-2050;Male;70.5
SSP1;Gambia;2050-2055;Male;71.9
SSP1;Gambia;2055-2060;Male;73.3
SSP1;Gambia;2060-2065;Male;74.7
SSP1;Gambia;2065-2070;Male;76.1
SSP1;Gambia;2070-2075;Male;77.5
SSP1;Gambia;2075-2080;Male;78.9
SSP1;Gambia;2080-2085;Male;80.3
SSP1;Gambia;2085-2090;Male;81.7
SSP1;Gambia;2090-2095;Male;83.1
SSP1;Gambia;2095-2100;Male;84.5
SSP1;Georgia;2020-2025;Male;68.6
SSP1;Georgia;2025-2030;Male;72.2
SSP1;Georgia;2030-2035;Male;74
SSP1;Georgia;2035-2040;Male;75.9
SSP1;Georgia;2040-2045;Male;77.7
SSP1;Georgia;2045-2050;Male;79.5
SSP1;Georgia;2050-2055;Male;81.3
SSP1;Georgia;2055-2060;Male;83.2
SSP1;Georgia;2060-2065;Male;85
SSP1;Georgia;2065-2070;Male;86.8
SSP1;Georgia;2070-2075;Male;88.6
SSP1;Georgia;2075-2080;Male;90.4
SSP1;Georgia;2080-2085;Male;92.2
SSP1;Georgia;2085-2090;Male;94
SSP1;Georgia;2090-2095;Male;95.7
SSP1;Georgia;2095-2100;Male;97.2
SSP1;Germany;2020-2025;Male;79.6
SSP1;Germany;2025-2030;Male;81.8
SSP1;Germany;2030-2035;Male;83.5
SSP1;Germany;2035-2040;Male;85.1
SSP1;Germany;2040-2045;Male;86.7
SSP1;Germany;2045-2050;Male;88.4
SSP1;Germany;2050-2055;Male;90.1
SSP1;Germany;2055-2060;Male;91.7
SSP1;Germany;2060-2065;Male;93.3
SSP1;Germany;2065-2070;Male;94.9
SSP1;Germany;2070-2075;Male;96.4
SSP1;Germany;2075-2080;Male;97.8
SSP1;Germany;2080-2085;Male;99
SSP1;Germany;2085-2090;Male;100
SSP1;Germany;2090-2095;Male;100.8
SSP1;Germany;2095-2100;Male;101
SSP1;Ghana;2020-2025;Male;64.7
SSP1;Ghana;2025-2030;Male;66.1
SSP1;Ghana;2030-2035;Male;67.3
SSP1;Ghana;2035-2040;Male;68.6
SSP1;Ghana;2040-2045;Male;70.2
SSP1;Ghana;2045-2050;Male;71.8
SSP1;Ghana;2050-2055;Male;73.4
SSP1;Ghana;2055-2060;Male;75
SSP1;Ghana;2060-2065;Male;76.6
SSP1;Ghana;2065-2070;Male;78.2
SSP1;Ghana;2070-2075;Male;79.8
SSP1;Ghana;2075-2080;Male;81.4
SSP1;Ghana;2080-2085;Male;83
SSP1;Ghana;2085-2090;Male;84.6
SSP1;Ghana;2090-2095;Male;86.2
SSP1;Ghana;2095-2100;Male;87.8
SSP1;Greece;2020-2025;Male;79.2
SSP1;Greece;2025-2030;Male;81.7
SSP1;Greece;2030-2035;Male;83.4
SSP1;Greece;2035-2040;Male;85
SSP1;Greece;2040-2045;Male;86.6
SSP1;Greece;2045-2050;Male;88.3
SSP1;Greece;2050-2055;Male;90
SSP1;Greece;2055-2060;Male;91.6
SSP1;Greece;2060-2065;Male;93.2
SSP1;Greece;2065-2070;Male;94.7
SSP1;Greece;2070-2075;Male;96.2
SSP1;Greece;2075-2080;Male;97.6
SSP1;Greece;2080-2085;Male;98.9
SSP1;Greece;2085-2090;Male;99.9
SSP1;Greece;2090-2095;Male;100.7
SSP1;Greece;2095-2100;Male;101.3
SSP1;Grenada;2020-2025;Male;73.6
SSP1;Grenada;2025-2030;Male;75.5
SSP1;Grenada;2030-2035;Male;77.3
SSP1;Grenada;2035-2040;Male;78.9
SSP1;Grenada;2040-2045;Male;80.6
SSP1;Grenada;2045-2050;Male;82.3
SSP1;Grenada;2050-2055;Male;84
SSP1;Grenada;2055-2060;Male;85.7
SSP1;Grenada;2060-2065;Male;87.3
SSP1;Grenada;2065-2070;Male;89
SSP1;Grenada;2070-2075;Male;90.6
SSP1;Grenada;2075-2080;Male;92.3
SSP1;Grenada;2080-2085;Male;93.9
SSP1;Grenada;2085-2090;Male;95.4
SSP1;Grenada;2090-2095;Male;96.9
SSP1;Grenada;2095-2100;Male;98.1
SSP1;Guadeloupe;2020-2025;Male;79.2
SSP1;Guadeloupe;2025-2030;Male;81.9
SSP1;Guadeloupe;2030-2035;Male;83.5
SSP1;Guadeloupe;2035-2040;Male;85.1
SSP1;Guadeloupe;2040-2045;Male;86.8
SSP1;Guadeloupe;2045-2050;Male;88.4
SSP1;Guadeloupe;2050-2055;Male;89.9
SSP1;Guadeloupe;2055-2060;Male;91.5
SSP1;Guadeloupe;2060-2065;Male;93
SSP1;Guadeloupe;2065-2070;Male;94.5
SSP1;Guadeloupe;2070-2075;Male;95.9
SSP1;Guadeloupe;2075-2080;Male;97.2
SSP1;Guadeloupe;2080-2085;Male;98.4
SSP1;Guadeloupe;2085-2090;Male;99.5
SSP1;Guadeloupe;2090-2095;Male;100.3
SSP1;Guadeloupe;2095-2100;Male;101
SSP1;Guam;2020-2025;Male;74.5
SSP1;Guam;2025-2030;Male;76.9
SSP1;Guam;2030-2035;Male;78.6
SSP1;Guam;2035-2040;Male;80.3
SSP1;Guam;2040-2045;Male;81.9
SSP1;Guam;2045-2050;Male;83.6
SSP1;Guam;2050-2055;Male;85.3
SSP1;Guam;2055-2060;Male;86.9
SSP1;Guam;2060-2065;Male;88.6
SSP1;Guam;2065-2070;Male;90.2
SSP1;Guam;2070-2075;Male;91.8
SSP1;Guam;2075-2080;Male;93.4
SSP1;Guam;2080-2085;Male;94.9
SSP1;Guam;2085-2090;Male;96.3
SSP1;Guam;2090-2095;Male;97.6
SSP1;Guam;2095-2100;Male;98.8
SSP1;Guatemala;2020-2025;Male;68
SSP1;Guatemala;2025-2030;Male;72.9
SSP1;Guatemala;2030-2035;Male;74.5
SSP1;Guatemala;2035-2040;Male;76
SSP1;Guatemala;2040-2045;Male;77.6
SSP1;Guatemala;2045-2050;Male;79.1
SSP1;Guatemala;2050-2055;Male;80.6
SSP1;Guatemala;2055-2060;Male;82.1
SSP1;Guatemala;2060-2065;Male;83.5
SSP1;Guatemala;2065-2070;Male;85
SSP1;Guatemala;2070-2075;Male;86.5
SSP1;Guatemala;2075-2080;Male;87.9
SSP1;Guatemala;2080-2085;Male;89.4
SSP1;Guatemala;2085-2090;Male;90.8
SSP1;Guatemala;2090-2095;Male;92.3
SSP1;Guatemala;2095-2100;Male;93.7
